path	kind	status	note
GDD/proposals/metaverse-hub-2026-2/assets/layers2.svg	history	K-history	결정·제안·제출 원본 사실 보존
GDD/proposals/metaverse-hub-2026-2/assets/loop.svg	history	K-history	결정·제안·제출 원본 사실 보존
GDD/proposals/metaverse-hub-2026-2/assets/portrait-canon.jpg	history	K-history	결정·제안·제출 원본 사실 보존
GDD/proposals/metaverse-hub-2026-2/assets/portrait-composite.jpg	history	K-history	결정·제안·제출 원본 사실 보존
GDD/proposals/metaverse-hub-2026-2/assets/portrait-poc-sheet.jpg	history	K-history	결정·제안·제출 원본 사실 보존
GDD/proposals/metaverse-hub-2026-2/assets/portrait-variants.jpg	history	K-history	결정·제안·제출 원본 사실 보존
GDD/proposals/metaverse-hub-2026-2/assets/sieges.svg	history	K-history	결정·제안·제출 원본 사실 보존
GDD/proposals/metaverse-hub-2026-2/assets/strongholds.svg	history	K-history	결정·제안·제출 원본 사실 보존
GDD/proposals/metaverse-hub-2026-2/assets/thesis.svg	history	K-history	결정·제안·제출 원본 사실 보존
GDD/proposals/metaverse-hub-2026-2/assets/ui-cards.png	history	K-history	결정·제안·제출 원본 사실 보존
GDD/proposals/metaverse-hub-2026-2/assets/ui-encounter.jpg	history	K-history	결정·제안·제출 원본 사실 보존
GDD/proposals/metaverse-hub-2026-2/assets/unity-battle.png	history	K-history	결정·제안·제출 원본 사실 보존
GDD/proposals/metaverse-hub-2026-2/assets/unity-encounter.png	history	K-history	결정·제안·제출 원본 사실 보존
GDD/proposals/metaverse-hub-2026-2/assets/unity-route.png	history	K-history	결정·제안·제출 원본 사실 보존
GDD/proposals/metaverse-hub-2026-2/assets/unity-settlement.png	history	K-history	결정·제안·제출 원본 사실 보존
GDD/proposals/metaverse-hub-2026-2/assets/web-battle.jpg	history	K-history	결정·제안·제출 원본 사실 보존
GDD/proposals/metaverse-hub-2026-2/assets/web-encounter.jpg	history	K-history	결정·제안·제출 원본 사실 보존
GDD/proposals/metaverse-hub-2026-2/draft-a4.pdf	history	K-history	결정·제안·제출 원본 사실 보존
GDD/proposals/metaverse-hub-2026-2/draft-fullpage.png	history	K-history	결정·제안·제출 원본 사실 보존
GDD/proposals/metaverse-hub-2026-2/gonggo-prvtext.txt	history	K-history	결정·제안·제출 원본 사실 보존
GDD/proposals/metaverse-hub-2026-2/metaversehub_2026-2_solo_developer_notice_fullpage.png	history	K-history	결정·제안·제출 원본 사실 보존
GDD/proposals/metaverse-hub-2026-2/preview-gonggo.png	history	K-history	결정·제안·제출 원본 사실 보존
GDD/proposals/metaverse-hub-2026-2/preview-yangsig.png	history	K-history	결정·제안·제출 원본 사실 보존
GDD/proposals/metaverse-hub-2026-2/★(공고문) 2026 가상융합산업허브 가상융합랩 1인 개발자 인프라 & 공간 무상 지원 기업 모집(2026-2차).hwp	history	K-history	결정·제안·제출 원본 사실 보존
GDD/proposals/metaverse-hub-2026-2/붙임_신청서_양식.hwp	history	K-history	결정·제안·제출 원본 사실 보존
GDD/system-design/README.md	source	E	새 전투·아트 계약 영향 문서
GDD/system-design/index.html	source	E	새 전투·아트 계약 영향 문서
GDD/system-design/regions/DESIGN.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
GDD/system-design/regions/app.js	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
GDD/system-design/regions/atlas-data.js	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
GDD/system-design/regions/index.html	artifact	K-history	기존 시스템/POC 시각 기록 보존
GDD/system-design/regions/style.css	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/AGENTS.md	guide	K-guide	프로젝트 작업 지침; 공개 문서 입력 제외
LORE/Hostile-Ecology-Index.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Hostile-Group-G01.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Hostile-Group-G02.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Hostile-Group-G03.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Hostile-Group-G04.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Hostile-Group-G05.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Hostile-Group-G06.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Hostile-Group-G07.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Hostile-Group-G08.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Hostile-Group-G09.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Hostile-Group-G10.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Hostile-Group-G11.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Hostile-Group-G12.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Hostile-Group-G13.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Hostile-Group-G14.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Hostile-Group-G15.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Hostile-Group-G16.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Hostile-Group-G17.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Hostile-Group-G18.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Hostile-Group-G19.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Hostile-Group-G20.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Hostile-Group-G21.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Hostile-Group-G22.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Hostile-Group-G23.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Hostile-Group-G24.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Hostile-Group-G25.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Hostile-Group-G26.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Hostile-Group-G27.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Monster-Batch-M001.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Monster-Batch-M002.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Monster-Batch-M003.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Monster-Batch-M004.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Monster-Batch-M005.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Monster-Batch-M006.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Monster-Batch-M008.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Monster-Batch-M009.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Monster-Batch-M010.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Monster-Batch-M011.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Monster-Batch-M012.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Monster-Batch-M013.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Monster-Batch-M014.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Monster-Batch-M015.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Monster-Batch-M016.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Monster-Batch-M017.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Monster-Batch-M018.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Monster-Batch-M019.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Monster-Batch-M020.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Monster-Batch-M021.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Monster-Batch-M022.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Monster-Batch-M023.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Monster-Batch-M024.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Monster-Batch-M025.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Monster-Batch-M026.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Monster-Batch-M027.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Monster-Batch-M028.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Monster-Batch-M029.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Monster-Batch-M030.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Monster-Batch-M031.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Monster-Batch-M032.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Monster-Batch-M033.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Monster-Batch-M034.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Monster-Batch-M035.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Monster-Batch-M036.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Monster-Batch-M037.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Monster-Batch-M038.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Monster-Batch-M039.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Monster-Batch-M040.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Monster-Batch-M041.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Monster-Batch-M042.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Monster-Batch-Manifest.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Operating-Houses.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/README.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Regional-Physical-AI-Arcs.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Story-Batch-B001.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Story-Batch-B002.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Story-Batch-B003.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Story-Batch-B004.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Story-Batch-B005.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Story-Batch-B006.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Story-Batch-B007.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Story-Batch-B008.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Story-Batch-B009.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Story-Batch-B010.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Story-Batch-B011.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Story-Batch-B012.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Story-Batch-B013.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Story-Batch-B014.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Story-Batch-B015.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Story-Batch-B016.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Story-Batch-B018.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Story-Batch-B019.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Story-Batch-B021.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Story-Batch-B022.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Story-Batch-B023.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Story-Batch-B024.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Story-Batch-B025.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Story-Batch-B026.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Story-Batch-B027.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Story-Batch-B028.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Story-Batch-B029.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Story-Batch-B030.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Story-Batch-B031.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Story-Batch-B032.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Story-Batch-B033.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Story-Batch-B034.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Story-Batch-B035.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Story-Batch-B036.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Story-Batch-B037.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Story-Batch-B038.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Story-Batch-B039.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Story-Batch-B040.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Story-Batch-B041.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Story-Batch-B042.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Story-Batch-B043.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Story-Batch-B044.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Story-Batch-B045.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Story-Batch-B046.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Story-Batch-B047.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Story-Batch-Manifest.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/Synthetic-Actors.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/World-Expansion-Index.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/World-Narrative-Atlas.md	atlas-source	K	아틀라스 원본 사실 불변
LORE/World-Relation-Ledger.md	projection	K-generated	LORE 루트 투영물; 원본 사실 불변
LORE/ailments/Ailments.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/characters/AGENTS.md	guide	K-guide	프로젝트 작업 지침; 공개 문서 입력 제외
LORE/characters/Ambitions-and-Relations.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/characters/Cast-Corridors-Index.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/characters/Cast-Index-S4.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/characters/Cast-Index.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/characters/Cast-Profile-Contract.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/characters/Cast-Registration-Template.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/characters/Cast-Relations.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/characters/Cast-State-01.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/characters/Cast-State-02.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/characters/Cast-State-03.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/characters/Cast-State-04.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/characters/Cast-State-05.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/characters/Cast-State-06.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/characters/Cast-State-07.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/characters/Cast-State-08.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/characters/Cast-State-09.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/characters/Cast-State-10.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/characters/Cast-State-11.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/characters/Cast-State-12.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/characters/Cast-State-13.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/characters/Cast-State-14.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/characters/Cast-State-15.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/characters/Cast-State-16.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/characters/Cast-Unaffiliated.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/characters/Characters-Factions-and-Professions.md	source	E	새 전투·아트 계약 영향 문서
LORE/characters/Core-Characters.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/characters/Hangnyeol-and-Bon-gwan.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/characters/Heirs-Names-and-World-Ledger.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/characters/Random-Cast-Roster.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/characters/Starting-Presets.md	source	E	새 전투·아트 계약 영향 문서
LORE/characters/Vassal-Dynasty-Politics.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/chronology/Scenario-Timeline.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/culture/AGENTS.md	guide	K-guide	프로젝트 작업 지침; 공개 문서 입력 제외
LORE/culture/Faith-Culture-Schism.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/culture/Food-Culture.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/culture/Martial-Paths.md	source	E	새 전투·아트 계약 영향 문서
LORE/culture/Oral-Stories.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/culture/Values-and-Policy-Scales.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/economy/Economy-and-Production.md	source	E	새 전투·아트 계약 영향 문서
LORE/economy/Logistics-and-Infrastructure.md	source	E	새 전투·아트 계약 영향 문서
LORE/economy/Strongholds-and-Territory.md	source	E	새 전투·아트 계약 영향 문서
LORE/factions/AGENTS.md	guide	K-guide	프로젝트 작업 지침; 공개 문서 입력 제외
LORE/factions/Chaebol-Houses-and-Century-Factions.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/factions/Conscription-Remnants.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/factions/Diaspora-Corridors.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/factions/External-Theaters.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/factions/Factions-and-Diplomacy.md	source	E	새 전투·아트 계약 영향 문서
LORE/factions/Sixteen-States.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/goods/Era-Arms-and-Tech-Level.md	source	E	새 전투·아트 계약 영향 문서
LORE/name-pools/AGENTS.md	guide	K-guide	프로젝트 작업 지침; 공개 문서 입력 제외
LORE/name-pools/cast-backfill-draft.json	data	K-data	ID·수치·연혁 데이터 불변
LORE/name-pools/cast-backfill-draft.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/name-pools/cast-hangnyeol.json	data	K-data	ID·수치·연혁 데이터 불변
LORE/name-pools/clan-hangnyeol-tables.json	data	K-data	ID·수치·연혁 데이터 불변
LORE/name-pools/clans-hangnyeol.json	data	K-data	ID·수치·연혁 데이터 불변
LORE/name-pools/existing-names.json	data	K-data	ID·수치·연혁 데이터 불변
LORE/name-pools/given-female.json	data	K-data	ID·수치·연혁 데이터 불변
LORE/name-pools/given-male.json	data	K-data	ID·수치·연혁 데이터 불변
LORE/name-pools/hangnyeol-schema.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/name-pools/hangnyeol-systems.json	data	K-data	ID·수치·연혁 데이터 불변
LORE/name-pools/roster-100.json	data	K-data	ID·수치·연혁 데이터 불변
LORE/name-pools/surnames-bongwan.json	data	K-data	ID·수치·연혁 데이터 불변
LORE/name-pools/surnames.json	data	K-data	ID·수치·연혁 데이터 불변
LORE/name-pools/values-cast.json	data	K-data	ID·수치·연혁 데이터 불변
LORE/name-pools/values-orgs.json	data	K-data	ID·수치·연혁 데이터 불변
LORE/offices/Offices-and-Ranks.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/overview/World-Unbinding.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/people-and-machines/People-and-Machines.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/places/AGENTS.md	guide	K-guide	프로젝트 작업 지침; 공개 문서 입력 제외
LORE/places/Building-Reuse-Geography.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/places/Seoul-Station-Catalog.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/places/Station-Interior-Construction.md	source	E	새 전투·아트 계약 영향 문서
LORE/places/World-Map-Construction.md	source	E	새 전투·아트 계약 영향 문서
LORE/places/World-and-Subway-Layers.md	source	E	새 전투·아트 계약 영향 문서
LORE/regions/AGENTS.md	guide	K-guide	프로젝트 작업 지침; 공개 문서 입력 제외
LORE/regions/README.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/regions/content/11110.json	data	K-data	ID·수치·연혁 데이터 불변
LORE/regions/content/11140.json	data	K-data	ID·수치·연혁 데이터 불변
LORE/regions/content/11170.json	data	K-data	ID·수치·연혁 데이터 불변
LORE/regions/content/11200.json	data	K-data	ID·수치·연혁 데이터 불변
LORE/regions/content/11215.json	data	K-data	ID·수치·연혁 데이터 불변
LORE/regions/content/11230.json	data	K-data	ID·수치·연혁 데이터 불변
LORE/regions/content/11260.json	data	K-data	ID·수치·연혁 데이터 불변
LORE/regions/content/11290.json	data	K-data	ID·수치·연혁 데이터 불변
LORE/regions/content/11305.json	data	K-data	ID·수치·연혁 데이터 불변
LORE/regions/content/11320.json	data	K-data	ID·수치·연혁 데이터 불변
LORE/regions/content/11350.json	data	K-data	ID·수치·연혁 데이터 불변
LORE/regions/content/11380.json	data	K-data	ID·수치·연혁 데이터 불변
LORE/regions/content/11410.json	data	K-data	ID·수치·연혁 데이터 불변
LORE/regions/content/11440.json	data	K-data	ID·수치·연혁 데이터 불변
LORE/regions/content/11470.json	data	K-data	ID·수치·연혁 데이터 불변
LORE/regions/content/11500.json	data	K-data	ID·수치·연혁 데이터 불변
LORE/regions/content/11530.json	data	K-data	ID·수치·연혁 데이터 불변
LORE/regions/content/11545.json	data	K-data	ID·수치·연혁 데이터 불변
LORE/regions/content/11560.json	data	K-data	ID·수치·연혁 데이터 불변
LORE/regions/content/11590.json	data	K-data	ID·수치·연혁 데이터 불변
LORE/regions/content/11620.json	data	K-data	ID·수치·연혁 데이터 불변
LORE/regions/content/11650.json	data	K-data	ID·수치·연혁 데이터 불변
LORE/regions/content/11680.json	data	K-data	ID·수치·연혁 데이터 불변
LORE/regions/content/11710.json	data	K-data	ID·수치·연혁 데이터 불변
LORE/regions/content/11740.json	data	K-data	ID·수치·연혁 데이터 불변
LORE/regions/sources/.gitignore	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/regions/sources/admdongkor-20260701.geojson	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/regions/sources/boundary-comparison.json	data	K-data	ID·수치·연혁 데이터 불변
LORE/regions/sources/observed-levels-join.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/regions/sources/selection.json	data	K-data	ID·수치·연혁 데이터 불변
LORE/regions/sources/seoul-metro-station-architecture-20250310.csv	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/regions/station-interiors.json	data	K-data	ID·수치·연혁 데이터 불변
LORE/structures/Structures.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
LORE/technology/Lost-Technology-Lineage.md	source	K	전수 검토 완료; 이번 방향 전환에 사실 변경 없음
